ensembl_gene_id,gene_symbol,entrez_id,tf_family,protein_ids,species,common_name,group,neurons,genome_mb,cell_types,data_source,protein_type
ENSMUSG00000025215,Tlx1,21908.0,Homeobox,ENSMUSP00000133627.2;ENSMUSP00000026236.9;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000025423,Pias2,17344.0,zf-MIZ,ENSMUSP00000110425.3;ENSMUSP00000110424.3;ENSMUSP00000131485.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000074194,Zfp791,244556.0,zf-C2H2,ENSMUSP00000147335.2;ENSMUSP00000096150.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000053347,Zfp943,74670.0,zf-C2H2,ENSMUSP00000059554.9;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000061371,Zfp873,408062.0,zf-C2H2,ENSMUSP00000148219.2;ENSMUSP00000100950.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000029729,Zkscan1,74570.0,zf-C2H2,ENSMUSP00000068480.6;ENSMUSP00000019660.5;ENSMUSP00000106587.2;ENSMUSP00000106588.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000052675,Zfp112,57745.0,zf-C2H2,ENSMUSP00000150734.2;ENSMUSP00000113031.2;ENSMUSP00000005413.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000023781,Hes7,84653.0,bHLH,ENSMUSP00000024543.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000021366,Hivep1,110521.0,zf-C2H2,ENSMUSP00000152442.2;ENSMUSP00000056147.6;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000074158,Zfp976,208111.0,zf-C2H2,ENSMUSP00000096105.3;ENSMUSP00000141023.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000014592,Camta1,100072.0,CG-1,ENSMUSP00000054804.8;ENSMUSP00000095381.3;ENSMUSP00000127916.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000026380,Tfcp2l1,81879.0,CP2,ENSMUSP00000027629.9;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000025880,Smad7,17131.0,MH1,ENSMUSP00000129322.2;ENSMUSP00000026999.4;ENSMUSP00000133544.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000027544,Nfatc2,18019.0,RHD,ENSMUSP00000074198.4;ENSMUSP00000130875.2;ENSMUSP00000104812.2;ENSMUSP00000118329.2;ENSMUSP00000029057.6;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000059975,Zfp74,72723.0,zf-C2H2,ENSMUSP00000103840.2;ENSMUSP00000032797.9;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000001496,Nkx2-1,21869.0,Homeobox,ENSMUSP00000001536.8;ENSMUSP00000136103.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000052135,Foxo6,329934.0,Fork_head,ENSMUSP00000099716.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000032119,Hinfp,102423.0,zf-C2H2,ENSMUSP00000034629.6;ENSMUSP00000149879.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000056758,Hmga2,15364.0,HMGA,ENSMUSP00000123998.2;ENSMUSP00000072556.8;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000078496,Zfp982,195531.0,zf-C2H2,ENSMUSP00000068021.8;ENSMUSP00000101346.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000008496,Pou2f2,18987.0,Pou,ENSMUSP00000135075.2;ENSMUSP00000104056.4;ENSMUSP00000104053.3;ENSMUSP00000135326.2;ENSMUSP00000104051.2;ENSMUSP00000104054.3;ENSMUSP00000104055.3;ENSMUSP00000096276.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000025821,Zfp282,101095.0,zf-C2H2,ENSMUSP00000053643.7;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000078249,Hmga1b,111241.0,HMGA,ENSMUSP00000100667.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000028466,Creb3,12913.0,TF_bZIP,ENSMUSP00000129401.2;ENSMUSP00000100008.5;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000039759,Thap3,69876.0,THAP,ENSMUSP00000101290.3;ENSMUSP00000035240.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000029249,Rest,19712.0,zf-C2H2,ENSMUSP00000079231.6;ENSMUSP00000109076.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000002578,Ikzf4,22781.0,zf-C2H2,ENSMUSP00000152617.2;ENSMUSP00000158702.2;ENSMUSP00000158614.2;ENSMUSP00000114404.2;ENSMUSP00000152234.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000026663,Atf6,226641.0,TF_bZIP,ENSMUSP00000027974.6;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000072623,Zfp9,22750.0,zf-C2H2,ENSMUSP00000123810.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000058291,Zfp68,24135.0,zf-C2H2,ENSMUSP00000106530.3;ENSMUSP00000069615.5;ENSMUSP00000083013.5;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000046532,Ar,11835.0,ESR-like,ENSMUSP00000052648.8;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000051037,Zfp455,218311.0,zf-C2H2,ENSMUSP00000113356.2;ENSMUSP00000112546.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000074366,Obox5,252829.0,Homeobox,ENSMUSP00000134468.2;ENSMUSP00000134618.2;ENSMUSP00000096400.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000029627,Zkscan14,67235.0,zf-C2H2,ENSMUSP00000031632.9;ENSMUSP00000124196.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000031241,Tbx22,245572.0,T-box,ENSMUSP00000112544.2;ENSMUSP00000128247.3;ENSMUSP00000127321.2;ENSMUSP00000063611.6;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000078500,Zfp986,,zf-C2H2,ENSMUSP00000116281.2;ENSMUSP00000130542.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000015846,Rxra,20181.0,RXR-like,ENSMUSP00000158864.2;ENSMUSP00000133044.2;ENSMUSP00000076491.6;ENSMUSP00000109567.2;ENSMUSP00000097822.3;ENSMUSP00000115165.2;ENSMUSP00000159198.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000029832,Nfe2l3,,TF_bZIP,ENSMUSP00000005103.6;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000021575,Ahrr,11624.0,bHLH,ENSMUSP00000022059.8;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000022676,Snai2,20583.0,zf-C2H2,ENSMUSP00000023356.7;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000022811,Zfp148,22661.0,zf-C2H2,ENSMUSP00000126338.2;ENSMUSP00000156030.2;ENSMUSP00000087106.7;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000017007,Rbpjl,19668.0,CSL,ENSMUSP00000017151.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000043969,Emx2,13797.0,Homeobox,ENSMUSP00000053361.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000056459,Zbtb25,109929.0,ZBTB,ENSMUSP00000135853.2;ENSMUSP00000135817.2;ENSMUSP00000134748.2;ENSMUSP00000135434.2;ENSMUSP00000128471.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000023391,Dlx2,13392.0,Homeobox,ENSMUSP00000024159.7;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000019913,Sim1,20464.0,bHLH,ENSMUSP00000151816.2;ENSMUSP00000020071.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000035041,Creb3l3,208677.0,TF_bZIP,ENSMUSP00000112836.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000021685,Otp,18420.0,Homeobox,ENSMUSP00000022195.10;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000032015,Pou2f3,18988.0,Pou,ENSMUSP00000135115.2;ENSMUSP00000034513.6;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000022952,Runx1,12394.0,Runt,ENSMUSP00000139819.2;ENSMUSP00000131079.2;ENSMUSP00000109589.4;ENSMUSP00000023673.8;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000094475,Gm11007,100503949.0,zf-C2H2,ENSMUSP00000136499.2;ENSMUSP00000139544.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000058670,4932411N23Rik,237029.0,MYB,ENSMUSP00000079860.5;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000034998,Foxn2,14236.0,Fork_head,ENSMUSP00000118378.2;ENSMUSP00000107857.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000078546,Zfp995,70081.0,zf-C2H2,ENSMUSP00000139581.2;ENSMUSP00000101647.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000092335,Zfp977,637776.0,zf-C2H2,ENSMUSP00000134517.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000020185,E2f7,52679.0,E2F,ENSMUSP00000073453.6;ENSMUSP00000134039.2;ENSMUSP00000133494.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000074622,Mafb,16658.0,TF_bZIP,ENSMUSP00000096728.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000020453,Patz1,56218.0,ZBTB,ENSMUSP00000091103.6;ENSMUSP00000091103.6;ENSMUSP00000105670.2;ENSMUSP00000105670.2;ENSMUSP00000092043.4;ENSMUSP00000050684.7;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000036139,Hoxc9,15427.0,Homeobox,ENSMUSP00000001706.7;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000002617,Zfp40,22700.0,zf-C2H2,ENSMUSP00000121359.2;ENSMUSP00000039794.8;ENSMUSP00000128758.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000078902,Gm14443,,zf-C2H2,ENSMUSP00000104682.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000044647,Csrnp3,77771.0,CSRNP_N,ENSMUSP00000117533.2;ENSMUSP00000055719.4;ENSMUSP00000135019.2;ENSMUSP00000108013.2;ENSMUSP00000135605.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000026077,Npas2,18143.0,bHLH,ENSMUSP00000054719.8;ENSMUSP00000134241.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000001819,Hoxd13,15433.0,Homeobox,ENSMUSP00000001872.5;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000058638,Zfp110,65020.0,zf-C2H2,ENSMUSP00000004614.9;ENSMUSP00000132060.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000015217,Hmgb3,15354.0,HMG,ENSMUSP00000110229.3;ENSMUSP00000086260.4;ENSMUSP00000015361.5;ENSMUSP00000116937.2;ENSMUSP00000110232.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000054191,Klf1,,zf-C2H2,ENSMUSP00000159324.2;ENSMUSP00000064366.9;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000015942,Gtf2ird2,114674.0,GTF2I,ENSMUSP00000016086.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000062116,Zfp954,232853.0,zf-C2H2,ENSMUSP00000072585.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000028654,Mycl,16918.0,bHLH,ENSMUSP00000101859.3;ENSMUSP00000030407.8;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000011349,Dmrtc2,71241.0,DM,ENSMUSP00000011493.6;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000050100,Hmx2,,Homeobox,ENSMUSP00000138799.2;ENSMUSP00000058205.6;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000032033,Barx2,12023.0,Homeobox,ENSMUSP00000112314.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000022335,Zfat,380993.0,zf-C2H2,ENSMUSP00000125732.2;ENSMUSP00000125257.2;ENSMUSP00000124974.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000027547,Sall4,99377.0,zf-C2H2,ENSMUSP00000029061.6;ENSMUSP00000099363.2;ENSMUSP00000074556.4;ENSMUSP00000119628.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000030469,Zfp719,210105.0,zf-C2H2,ENSMUSP00000050968.8;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000028042,Zbtb7b,22724.0,ZBTB,ENSMUSP00000103055.2;ENSMUSP00000103055.2;ENSMUSP00000103058.2;ENSMUSP00000103058.2;ENSMUSP00000029677.9;ENSMUSP00000029677.9;ENSMUSP00000103056.2;ENSMUSP00000103056.2;ENSMUSP00000115425.2;ENSMUSP00000123348.2;ENSMUSP00000121498.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000024985,Tcf7l2,21416.0,HMG,ENSMUSP00000107291.5;ENSMUSP00000107287.3;ENSMUSP00000107286.4;ENSMUSP00000119759.3;ENSMUSP00000107283.2;ENSMUSP00000118661.3;ENSMUSP00000123428.3;ENSMUSP00000107273.2;ENSMUSP00000107284.4;ENSMUSP00000050081.10;ENSMUSP00000042950.8;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000053909,Rhox10,434769.0,Homeobox,ENSMUSP00000110803.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000045680,Tcf21,21412.0,bHLH,ENSMUSP00000053178.8;ENSMUSP00000151767.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000021264,Yy1,22632.0,zf-C2H2,ENSMUSP00000021692.8;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000006270,Vax1,,Homeobox,ENSMUSP00000134642.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000038765,Lmx1b,16917.0,Homeobox,ENSMUSP00000159290.2;ENSMUSP00000134944.3;ENSMUSP00000043616.6;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000090963,Gm17655,,zf-C2H2,ENSMUSP00000128849.2;ENSMUSP00000148155.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000015709,Arnt2,11864.0,bHLH,ENSMUSP00000146413.2;ENSMUSP00000146414.2;ENSMUSP00000082154.4;ENSMUSP00000146868.2;ENSMUSP00000146776.2;ENSMUSP00000147129.2;ENSMUSP00000146599.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000021327,Zkscan3,72739.0,zf-C2H2,ENSMUSP00000112135.4;ENSMUSP00000153241.2;ENSMUSP00000068424.9;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000040929,Rfx3,19726.0,RFX,ENSMUSP00000038760.10;ENSMUSP00000133367.2;ENSMUSP00000134141.2;ENSMUSP00000126313.2;ENSMUSP00000133461.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000095432,Zfp748,212276.0,zf-C2H2,ENSMUSP00000137928.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000031885,Cbfb,12400.0,CBF,ENSMUSP00000059382.3;ENSMUSP00000105021.2;ENSMUSP00000105022.2;ENSMUSP00000105019.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000049321,Zfp2,22678.0,zf-C2H2,ENSMUSP00000104756.2;ENSMUSP00000112079.2;ENSMUSP00000104757.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000053211,Zfy1,22767.0,zf-C2H2,ENSMUSP00000069364.5;ENSMUSP00000140600.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000062518,Zfp534,100503584.0,zf-C2H2,ENSMUSP00000113561.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000037868,Egr2,13654.0,zf-C2H2,ENSMUSP00000116799.2;ENSMUSP00000041053.8;ENSMUSP00000101078.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000055150,Zfp78,330463.0,zf-C2H2,ENSMUSP00000146578.2;ENSMUSP00000147154.2;ENSMUSP00000147228.2;ENSMUSP00000083503.5;ENSMUSP00000146592.2;ENSMUSP00000104199.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000078881,Gm14434,668039.0,zf-C2H2,ENSMUSP00000112478.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000006311,Etv2,14008.0,ETS,ENSMUSP00000103782.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000026686,Lmx1a,110648.0,Homeobox,ENSMUSP00000107008.2;ENSMUSP00000028003.7;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000118505,Etv3l,546801.0,ETS,ENSMUSP00000159067.2;ENSMUSP00000158927.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000052253,Zfp622,,zf-C2H2,ENSMUSP00000153839.2;ENSMUSP00000059678.7;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000071302,2610044O15Rik8,72139.0,zf-C2H2,ENSMUSP00000140654.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000025912,Mybl1,17864.0,MYB,ENSMUSP00000111128.3;ENSMUSP00000086034.5;ENSMUSP00000139818.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000026934,Lhx3,16871.0,Homeobox,ENSMUSP00000056822.10;ENSMUSP00000028302.7;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000030604,Zfp626,71163.0,zf-C2H2,ENSMUSP00000079068.7;ENSMUSP00000146286.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000048015,Neurod4,11923.0,bHLH,ENSMUSP00000051379.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000049410,Zfp683,,zf-C2H2,ENSMUSP00000101508.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000075588,Hoxb2,103889.0,Homeobox,ENSMUSP00000098092.5;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000050368,Hoxd10,15430.0,Homeobox,ENSMUSP00000062412.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000000690,Hoxb6,15414.0,Homeobox,ENSMUSP00000133281.2;ENSMUSP00000000704.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000048938,Nr1h5,381463.0,THR-like,ENSMUSP00000142799.2;ENSMUSP00000143764.2;ENSMUSP00000142345.2;ENSMUSP00000052557.9;ENSMUSP00000143445.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000038518,Jarid2,16468.0,ARID,ENSMUSP00000134205.2;ENSMUSP00000134675.2;ENSMUSP00000037774.8;ENSMUSP00000134630.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000043753,Dmrta1,242523.0,DM,ENSMUSP00000057488.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000096788,Rhox2e,100040016.0,Homeobox,ENSMUSP00000139210.2;ENSMUSP00000072030.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000038346,Zfp384,269800.0,zf-C2H2,ENSMUSP00000108047.2;ENSMUSP00000108046.2;ENSMUSP00000108043.2;ENSMUSP00000081296.6;ENSMUSP00000085648.4;ENSMUSP00000086354.3;ENSMUSP00000108044.2;ENSMUSP00000037986.11;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000060427,Zfp868,234362.0,zf-C2H2,ENSMUSP00000113952.2;ENSMUSP00000074510.7;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000071076,Jund,16478.0,TF_bZIP,ENSMUSP00000092901.7;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000039068,Zzz3,108946.0,MYB,ENSMUSP00000101706.3;ENSMUSP00000101707.2;ENSMUSP00000087428.5;ENSMUSP00000143693.2;ENSMUSP00000101709.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000026222,Sp100,20684.0,SAND,ENSMUSP00000120267.2;ENSMUSP00000122670.2;ENSMUSP00000122899.2;ENSMUSP00000118481.2;ENSMUSP00000116942.2;ENSMUSP00000066399.5;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000040489,Sox30,214105.0,HMG,ENSMUSP00000037519.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000063047,Zfp780b,338354.0,zf-C2H2,ENSMUSP00000080324.8;ENSMUSP00000146224.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000028522,Mier1,71148.0,MYB,ENSMUSP00000095558.4;ENSMUSP00000102470.2;ENSMUSP00000102471.2;ENSMUSP00000102468.2;ENSMUSP00000030247.5;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000026459,Myog,17928.0,bHLH,ENSMUSP00000027730.5;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000067919,Rex2,100043034.0,zf-C2H2,ENSMUSP00000075179.6;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000055435,Maf,17132.0,TF_bZIP,ENSMUSP00000104732.2;ENSMUSP00000067704.7;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000024837,Dmrt1,50796.0,DM,ENSMUSP00000025755.5;ENSMUSP00000084803.5;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000025959,Klf7,93691.0,zf-C2H2,ENSMUSP00000109720.3;ENSMUSP00000054674.5;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000109969,Zscan4-ps3,,zf-C2H2,ENSMUSP00000147528.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000024215,Spdef,30051.0,ETS,ENSMUSP00000025054.3;ENSMUSP00000110520.3;ENSMUSP00000127056.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000044186,Nkx2-6,18092.0,Homeobox,ENSMUSP00000049898.9;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000070605,Zfp992,,zf-C2H2,ENSMUSP00000101359.3;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000055633,Zfp580,68992.0,zf-C2H2,ENSMUSP00000147223.2;ENSMUSP00000065861.6;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000094945,Rhox4a2,100861640.0,Homeobox,ENSMUSP00000136542.2;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
ENSMUSG00000079639,Rhox4a,664609.0,Homeobox,ENSMUSP00000110848.4;,Mus_musculus,mouse,main6,71000000.0,2700,405,AnimalTFDB4.0,TF
