DeepPhase_rnk	DeepPhase_single	PLAAC_NLLR	PLAAC_rnk	PScore_rnk	PScore_single	accession	catGRANULE_rnk	catGRANULE_single	species
0.43718002517834664	0.508885	-0.484	0.040877860708813205	0.6330724070450098	1.35	Q99442	0.9576932515337423	1.33002	Homo_sapiens
0.4206462442299622	0.49988607	-0.104	0.8215609707874054	0.5327788649706457	0.97	Q9H2M9	0.5844417177914111	0.385125	Homo_sapiens
0.7704574066302979	0.85155404	-0.286	0.3804557362463546	0.6592193955207654	1.47	O15460	0.5968588957055214	0.404515	Homo_sapiens
0.5375577003776753	0.5709087	-0.3	0.3402698828530473	0.6822678843226788	1.57	Q15042	0.7516564417177914	0.668186	Homo_sapiens
0.7038187159043223	0.7625232	-0.174	0.6886955662102714	0.42286366601435094	0.6	Q32P41	0.4914355828220859	0.234986	Homo_sapiens
0.6233319345362988	0.6613165	-0.327	0.26741139834906824	0.1258969341161122	-0.47	P50990	0.6940858895705522	0.567282	Homo_sapiens
0.7973143096936635	0.8890108	-0.321	0.28337699569966884	0.2260817569036747	-0.05	P07305	0.7898895705521473	0.746416	Homo_sapiens
0.7288292068820814	0.7948502	-0.206	0.6115367505313628	0.590073929115025	1.18	Q9BRP7	0.42665030674846627	0.125571	Homo_sapiens
0.6443138900545531	0.68341565	-0.229	0.5447580445850427	0.8774190041313329	2.86	P51114	0.9535214723926381	1.29815	Homo_sapiens
0.9206042803189257	0.99170506	-0.29	0.3673075972517424	0.5154924983692107	0.91	Q7L014	0.9747730061349693	1.53514	Homo_sapiens
nan	nan	-0.127	0.783945430280263	0.6464992389649924	1.41	Q9NZJ4	0.9140122699386503	1.07866	Homo_sapiens
0.7493915232899706	0.824419	-0.183	0.6675399139933765	0.7715264187866928	2.04	A6NHR9	0.9491533742331288	1.26507	Homo_sapiens
0.5457826269408309	0.57731146	-0.227	0.5516781177401018	0.8116981952598391	2.29	Q4LE39	0.9660858895705522	1.41397	Homo_sapiens
0.6120856063785145	0.6468261	-0.372	0.16435173743265286	0.29446618830180477	0.19	O95900	0.45207361963190185	0.171179	Homo_sapiens
0.7138061267310113	0.7753506	-0.333	0.2508032227769265	0.7467384213959556	1.9	O43719	0.984638036809816	1.78352	Homo_sapiens
0.9919429290809904	0.9999907	-0.248	0.49097919035144083	0.21885192433137637	-0.08	Q8NEF9	0.9033128834355828	1.04294	Homo_sapiens
0.5714645404951741	0.6022671	-0.292	0.3609806732242598	0.03582300500108719	-1.1	O00422	0.3136687116564417	-0.0970653	Homo_sapiens
nan	nan	-0.356	0.1982106667984776	0.1972711459012829	-0.16	Q9Y5R4	0.20505521472392638	-0.387085	Homo_sapiens
0.7743180864456567	0.8569191	-0.263	0.44881617319954525	0.4738530115242444	0.77	Q9NVH0	0.7146993865030675	0.604347	Homo_sapiens
nan	nan	-0.213	0.5939399930799268	0.8061535116329637	2.26	Q2M2I3	0.6124171779141104	0.430456	Homo_sapiens
0.9837180025178347	0.9999378	-0.235	0.5288418763284068	0.5953468145248967	1.2	Q8NHU0	0.5356564417177914	0.309688	Homo_sapiens
0.11523289970625263	0.32740384	-0.116	0.8032227769264989	0.3546966731898239	0.38	Q8WWK9	0.5624539877300614	0.349465	Homo_sapiens
0.028115820394460762	0.21171366	0.375	0.9943650832880233	0.8633398564905415	2.72	Q5SZQ8	0.338601226993865	-0.0439097	Homo_sapiens
nan	nan	-0.342	0.22895556324452573	0.2375516416612307	-0.01	Q9ULV4	0.6076564417177914	0.421667	Homo_sapiens
nan	nan	-0.43	0.0810142850081558	0.06615568601869971	-0.83	Q96S44	0.3144049079754601	-0.0962649	Homo_sapiens
nan	nan	-0.708	0.002817458355988335	nan	nan	P62875	0.033276073619631905	-1.40207	Homo_sapiens
0.9891733109525808	0.99998116	-0.331	0.25619099401907963	0.24565122852794086	0.02	Q3B726	0.7975460122699386	0.761396	Homo_sapiens
0.25446915652538815	0.41752988	0.037	0.9409816618061391	0.9936942813655142	7.09	Q96E39	0.9950429447852761	2.84935	Homo_sapiens
0.24548887956357532	0.41190046	-0.105	0.8197320943107113	0.46852576647097194	0.75	Q9UKA9	0.7185276073619632	0.610848	Homo_sapiens
0.09114561477129668	0.3063244	-0.235	0.5288418763284068	0.4597195042400522	0.72	Q9BUI4	0.31077300613496933	-0.10195	Homo_sapiens
nan	nan	-0.209	0.6044189610004449	0.5611545988258317	1.07	O15213	0.8376441717791411	0.849722	Homo_sapiens
0.29332773814519514	0.43624347	-0.087	0.8458800850180416	0.6487279843444227	1.42	Q9Y608	0.8480981595092024	0.874454	Homo_sapiens
0.9954678976080571	0.999998	-0.285	0.3834214818842371	nan	nan	P37108	0.17040490797546012	-0.519468	Homo_sapiens
0.1613932018464121	0.36279175	-0.036	0.897879491868914	0.4942922374429224	0.84	Q6ZSB9	0.6334233128834356	0.463993	Homo_sapiens
0.556273604699958	0.58627945	-0.246	0.4971083980030646	0.18694281365514243	-0.2	O75390	0.6046625766871165	0.417551	Homo_sapiens
0.32362568191355434	0.45001853	-0.409	0.10647026839998022	0.12165688193085453	-0.49	P62333	0.6411779141104295	0.477208	Homo_sapiens
0.23885858161980697	0.4082143	-0.338	0.23948396025900845	0.46510110893672535	0.74	Q9HC36	0.5420368098159509	0.31846	Homo_sapiens
0.3399916072177927	0.45929682	-0.114	0.8060402352824872	0.7815829528158296	2.1	Q14764	0.7306503067484662	0.630516	Homo_sapiens
0.4566512798992866	0.521238	-0.065	0.870990064752113	0.5824092193955208	1.15	Q9BWF3	0.510282208588957	0.26617	Homo_sapiens
nan	nan	-0.335	0.2468983243537146	0.30957816916721026	0.24	Q9BPX3	0.40770552147239264	0.0919523	Homo_sapiens
nan	nan	-0.348	0.215214275122337	0.46254620569689064	0.73	O00478	0.5146993865030675	0.274942	Homo_sapiens
0.1394880402853546	0.34722406	0.104	0.964163906875587	0.8921504674929333	3.03	Q969V6	0.5557300613496933	0.340039	Homo_sapiens
0.9742341586235838	0.9998061	-0.158	0.7248776629924374	0.5010871928680148	0.86	Q9UMY1	0.6593374233128835	0.508343	Homo_sapiens
0.35837180025178345	0.46943814	-0.202	0.6215708566061984	0.5765383779082409	1.13	P82663	0.38085889570552145	0.0421455	Homo_sapiens
0.8868652958455728	0.97612315	-0.101	0.8272947456873115	0.6355729506414438	1.36	Q96AP0	0.17722699386503069	-0.492563	Homo_sapiens
0.3399076793957197	0.45928425	-0.112	0.8096979882358757	0.4711350293542074	0.76	P23921	0.7006625766871165	0.579125	Homo_sapiens
0.8040285354595048	0.89807695	-0.268	0.4337402995403094	0.7887584257447271	2.14	Q13523	0.9791901840490798	1.61368	Homo_sapiens
0.9697020562316407	0.9996457	-0.276	0.4095200434976027	0.4562404870624049	0.71	P11387	0.9582331288343559	1.33302	Homo_sapiens
0.263365505665128	0.42136717	-0.066	0.870001482872819	0.9071537290715372	3.21	Q86XL3	0.8252269938650306	0.820922	Homo_sapiens
nan	nan	-0.363	0.18229449854184174	0.49173733420308763	0.83	Q6P3W6	0.6958527607361963	0.571268	Homo_sapiens
0.7444397817876626	0.8169839	0.081	0.9579358410360338	0.9905414220482713	6.38	Q86VM9	0.9798282208588958	1.62696	Homo_sapiens
nan	nan	-0.251	0.48257624437744057	0.48543161556860187	0.81	Q9NR21	0.5344294478527607	0.308087	Homo_sapiens
0.6792278640369283	0.73472834	-0.538	0.021155652216894864	0.3903022396173081	0.49	Q15024	0.5228957055214724	0.287668	Homo_sapiens
0.17037347880822493	0.36792496	-0.53	0.023429390539271414	0.17177647314633615	-0.26	Q00688	0.8218895705521473	0.813996	Homo_sapiens
0.5086026017624843	0.5514631	-0.278	0.4037368395037319	0.5184279191128506	0.92	Q6PI48	0.5360981595092025	0.310668	Homo_sapiens
0.30625262274443976	0.44214395	-0.253	0.4770401858533933	0.4772233094150902	0.78	P13667	0.8294969325153374	0.829368	Homo_sapiens
0.3573646663869073	0.46878105	-0.233	0.5341802184765954	0.2515764296586214	0.04	P50748	0.5435582822085889	0.321041	Homo_sapiens
0.4418799832144356	0.51218504	-0.337	0.24155998220552619	nan	nan	Q9H840	0.09536196319018404	-0.897176	Homo_sapiens
0.3557700377675199	0.46793827	-0.293	0.35870693490188327	0.17177647314633615	-0.26	Q9NYY8	0.2791165644171779	-0.176978	Homo_sapiens
0.7256399496433068	0.79030293	-0.325	0.27260145321536255	0.00994781474233529	-1.6	Q9BT78	0.1972515337423313	-0.415721	Homo_sapiens
0.40285354595048256	0.49120393	-0.203	0.619445405565716	0.07142857142857142	-0.79	Q01995	0.8604662576687117	0.907027	Homo_sapiens
0.7046579941250525	0.7633524	0.756	0.999505709060353	0.9908675799086758	6.43	Q8NDV7	0.9922453987730061	2.27775	Homo_sapiens
0.6856063785144776	0.740481	-0.139	0.7601206069892739	0.345075016307893	0.35	Q96RQ3	0.7076319018404909	0.590674	Homo_sapiens
0.7368023499790181	0.8060842	-0.272	0.4213830260491325	0.11377473363774733	-0.53	Q8N5X7	0.1814478527607362	-0.478319	Homo_sapiens
0.30650440621065883	0.44221005	0.098	0.9623844594928574	0.9577625570776256	4.26	Q14004	0.9716319018404908	1.48953	Homo_sapiens
0.6711707931179186	0.7231147	-0.309	0.3152587613069052	0.40503370297890845	0.54	Q9H093	0.8473619631901841	0.872363	Homo_sapiens
0.4754511120436425	0.5306644	-0.13	0.7778656517226039	0.7279299847792998	1.8	Q13620	0.7353128834355829	0.638684	Homo_sapiens
nan	nan	-0.178	0.6792051801690475	0.958306153511633	4.27	P60323	0.6615950920245399	0.511365	Homo_sapiens
0.5384809064204784	0.571391	-0.386	0.1393900449804755	0.26250271798217006	0.08	Q96B26	0.2999754601226994	-0.12678	Homo_sapiens
0.8085606378514477	0.904565	-0.335	0.2468983243537146	0.27071102413568165	0.11	Q9Y678	0.3147484662576687	-0.0960199	Homo_sapiens
0.07662610155266471	0.2887085	-0.448	0.0628738075231081	nan	nan	Q9H1A7	0.03788957055214724	-1.34707	Homo_sapiens
nan	nan	-0.314	0.30220948050022245	0.2486410089149815	0.03	Q16576	0.5757546012269938	0.371468	Homo_sapiens
0.9821233738984473	0.99992394	-0.174	0.6886955662102714	0.6156773211567732	1.28	Q12789	0.9181349693251534	1.09466	Homo_sapiens
nan	nan	-0.187	0.6579012406702586	0.6156773211567732	1.28	Q13464	0.8823067484662577	0.96969	Homo_sapiens
nan	nan	-0.021	0.9086056052592556	0.8314851054577082	2.43	Q8N9W6	0.2357791411042945	-0.291016	Homo_sapiens
0.8776332354175409	0.9693564	-0.472	0.04695763926647224	0.2972928897586432	0.2	P26038	0.6044662576687116	0.41742	Homo_sapiens
nan	nan	-0.13	0.7778656517226039	0.7850076103500762	2.12	Q16637	0.8150184049079755	0.796877	Homo_sapiens
0.19353755770037767	0.3820393	-0.106	0.81824922149177	0.8935638182213524	3.04	P27448	0.8939386503067485	1.00839	Homo_sapiens
0.9808644565673521	0.99990475	-0.436	0.07444021551084969	0.11584040008697542	-0.52	Q15008	0.3526380368098159	-0.0134114	Homo_sapiens
0.7990767939571968	0.8911637	-0.282	0.39301072611339033	0.5352250489236791	0.98	Q9Y570	0.7749693251533742	0.71631	Homo_sapiens
0.4220730172052035	0.50090754	0.026	0.9359893233157036	0.9610241356816699	4.36	Q9NYV4	0.9282453987730062	1.13674	Homo_sapiens
nan	nan	-0.523	0.025505412485789136	0.1486192650576212	-0.36	Q70Z53	0.9578895705521472	1.33134	Homo_sapiens
0.1731430969366345	0.37006953	-0.342	0.22895556324452573	0.2486410089149815	0.03	P82664	0.23744785276073618	-0.285805	Homo_sapiens
0.6053713806126731	0.63932437	-0.235	0.5288418763284068	0.345075016307893	0.35	Q14586	0.7988711656441718	0.763716	Homo_sapiens
nan	nan	-0.324	0.27507290791359795	0.03489889106327462	-1.11	Q8WV60	0.3138159509202454	-0.0967713	Homo_sapiens
0.7684431389005455	0.8493098	-0.337	0.24155998220552619	0.27071102413568165	0.11	Q7Z4G4	0.7053251533742332	0.587048	Homo_sapiens
0.31355434326479226	0.44539464	0.062	0.9518560624783747	0.9299304196564471	3.6	Q14106	0.9428711656441717	1.22162	Homo_sapiens
0.35518254301300883	0.46758893	-0.408	0.10795314121892145	0.5743639921722113	1.12	O43829	0.5271165644171779	0.295166	Homo_sapiens
0.6668904741921947	0.71777374	-0.421	0.09114724927092087	0.07784300934985866	-0.74	Q8WXX5	0.7656932515337423	0.697247	Homo_sapiens
0.6150230801510701	0.6500315	0.103	0.963817903217834	0.9847249402043923	5.69	Q9P2K5	0.9950920245398773	2.86464	Homo_sapiens
0.8982794796475031	0.9822534	-0.381	0.14794127823636993	0.5527288540987171	1.04	Q8N3Z6	0.8553619631901841	0.89239	Homo_sapiens
0.663281577843055	0.71293837	-0.34	0.2339479017349612	0.5233202870189172	0.94	Q9BVS5	0.7977914110429448	0.761821	Homo_sapiens
0.9264792278640369	0.9934175	-0.37	0.16815777766793535	nan	nan	P55854	0.4156564417177914	0.105511	Homo_sapiens
0.8883759966428871	0.9768793	0.306	0.991547624932035	0.9613502935420744	4.37	Q96PK6	0.8494233128834355	0.878358	Homo_sapiens
0.3038187159043223	0.44145977	-0.316	0.29608027284859867	0.30653402913676886	0.23	Q96L21	0.694920245398773	0.569422	Homo_sapiens
nan	nan	-0.198	0.631950966338787	0.30653402913676886	0.23	Q9UII4	0.8345521472392639	0.840492	Homo_sapiens
0.47209399916072176	0.5289461	-0.305	0.3272206020463645	0.42025440313111545	0.59	Q7L2E3	0.7368343558282209	0.641477	Homo_sapiens
0.7017205203524969	0.76031286	-0.304	0.3296920567445999	0.3991628614916286	0.52	Q9Y450	0.9040981595092025	1.04483	Homo_sapiens
0.6869492236676458	0.7419975	-0.225	0.557560179921902	0.3778538812785388	0.45	O76075	0.43450306748466255	0.141024	Homo_sapiens
0.7450272765421737	0.81814337	-0.378	0.15313133310266422	0.15612089584692324	-0.32	Q15907	0.4851533742331288	0.224923	Homo_sapiens
0.7456147712966849	0.81957626	-0.217	0.5810884286491028	0.7164601000217439	1.74	Q9BWT3	0.7027239263803681	0.582719	Homo_sapiens
0.46412085606378517	0.5249455	-0.268	0.4337402995403094	0.42982170036964557	0.62	O95149	0.5457177914110429	0.323965	Homo_sapiens
0.06261015526647083	0.2702676	-0.132	0.7738618951114626	0.97352685366384	4.9	Q6GQQ9	0.9757055214723926	1.55924	Homo_sapiens
0.044985312631137225	0.24283087	0.289	0.9896198902674114	0.9983692106979778	10.94	P31942	0.9977914110429448	4.19176	Homo_sapiens
0.3066722618548049	0.44226366	-0.019	0.9101379071721616	0.8271906936290498	2.4	Q92615	0.7060613496932515	0.588338	Homo_sapiens
0.8276961812840957	0.9259025	-0.036	0.897879491868914	0.6156773211567732	1.28	Q8N122	0.5302085889570552	0.300981	Homo_sapiens
0.40125891733109526	0.4906726	-0.322	0.280806682813504	0.2599478147423353	0.07	P13796	0.8768588957055214	0.956425	Homo_sapiens
0.9837180025178347	0.9999378	-0.218	0.5774306756957145	0.5556099151989563	1.05	P0DMU8	0.5913619631901841	0.396625	Homo_sapiens
0.9483843894250944	0.9979911	-0.388	0.13558400474519303	0.46254620569689064	0.73	Q6NUM6	0.6405889570552147	0.475591	Homo_sapiens
0.9475451112043642	0.9979017	-0.198	0.631950966338787	0.4976625353337682	0.85	O60287	0.46615950920245397	0.193641	Homo_sapiens
0.6532941670163659	0.69636583	-0.197	0.634323562849093	0.7692433137638617	2.03	P18754	0.9752147239263804	1.54702	Homo_sapiens
0.4565673520772136	0.5212315	-0.329	0.26212248529484455	0.6662317895194607	1.5	Q8NE71	0.9640245398773006	1.38873	Homo_sapiens
0.9907679395719681	0.9999863	-0.32	0.28599673767979833	0.4562404870624049	0.71	Q14191	0.8003926380368098	0.767032	Homo_sapiens
0.36206462442299625	0.4714372	-0.101	0.8272947456873115	0.3903022396173081	0.49	Q9BUL9	0.6153128834355828	0.435553	Homo_sapiens
0.2595887536718422	0.41991103	-0.336	0.2442291532796204	0.1337790824092194	-0.43	Q8IYT2	0.37462576687116567	0.0297469	Homo_sapiens
0.3644146034410407	0.47277203	-0.424	0.0874894963175325	0.4942922374429224	0.84	P24534	0.5299141104294478	0.300409	Homo_sapiens
0.5642467477968947	0.59464324	-0.226	0.5543967179081607	0.42982170036964557	0.62	P56192	0.5532269938650307	0.335972	Homo_sapiens
0.5442719261435166	0.575755	-0.17	0.6979388067816716	0.5665362035225049	1.09	P27695	0.7607852760736197	0.686498	Homo_sapiens
0.599748216533781	0.63228065	-0.136	0.76669467648658	0.5718090889323766	1.11	P57740	0.429840490797546	0.131762	Homo_sapiens
0.14108266890474191	0.34816083	-0.308	0.3183727942266818	0.3930745814307458	0.5	P49711	0.7335950920245399	0.635417	Homo_sapiens
nan	nan	0.137	0.9717265582521872	0.9115568601869972	3.28	P49792	0.9745766871165644	1.5339	Homo_sapiens
0.044397817876626104	0.24180277	0.259	0.9875438683208937	0.9330289193302892	3.66	Q8WUF5	0.6761717791411043	0.537126	Homo_sapiens
0.15770037767519932	0.3606854	-0.287	0.37763827789036625	0.5184279191128506	0.92	Q5SVQ8	0.7894478527607361	0.745681	Homo_sapiens
0.16911456147712967	0.36719143	-0.333	0.2508032227769265	0.2398891063274625	0.0	Q96D70	0.3826748466257669	0.0448899	Homo_sapiens
0.05497272345782627	0.25974312	-0.211	0.5994760516039741	0.6549249836921069	1.45	Q6AI08	0.4712638036809816	0.202984	Homo_sapiens
0.040956777171632396	0.2358662	-0.373	0.16227571548613515	0.07670145683844314	-0.75	P27348	0.21732515337423314	-0.348991	Homo_sapiens
0.19723038187159042	0.38383	-0.326	0.2700805694231625	0.27908240921939553	0.14	Q8IWA4	0.43862576687116567	0.147722	Homo_sapiens
0.9121275702895509	0.98834395	-0.189	0.6533537640255054	0.342791911285062	0.34	Q9NVV4	0.5389938650306748	0.314588	Homo_sapiens
0.9681913554343264	0.9995691	-0.411	0.10385052641985072	0.23515981735159816	-0.02	O60832	0.6745521472392638	0.53448	Homo_sapiens
0.7944607637431809	0.88508266	-0.327	0.26741139834906824	0.4976625353337682	0.85	O43818	0.8505521472392638	0.88089	Homo_sapiens
0.14234158623583718	0.34948382	-0.309	0.3152587613069052	0.8100674059578169	2.28	Q8NAV1	0.590478527607362	0.395759	Homo_sapiens
0.7419219471254721	0.81426054	-0.395	0.12668676783154564	0.03065883887801696	-1.15	P52815	0.14208588957055215	-0.63643	Homo_sapiens
0.6932438103231221	0.75011206	-0.392	0.13064109534872226	0.16873233311589475	-0.27	O00628	0.26277300613496934	-0.216837	Homo_sapiens
0.48913134704154426	0.5397837	-0.167	0.7045128762789779	0.563818221352468	1.08	Q92547	0.8041717791411043	0.774366	Homo_sapiens
0.4804867813680235	0.53298	-0.282	0.39301072611339033	0.5010871928680148	0.86	Q14566	0.6742576687116565	0.534104	Homo_sapiens
0.6209819555182543	0.6576981	0.142	0.9730611437892344	0.9610241356816699	4.36	Q9UPR6	0.7000736196319018	0.578357	Homo_sapiens
0.3487201007133865	0.46451193	-0.207	0.6094112994908804	0.7110241356816699	1.71	Q96T23	0.951558282208589	1.28304	Homo_sapiens
0.9642467477968947	0.99938	-0.242	0.5088230932727004	0.42286366601435094	0.6	Q9BSC4	0.7620613496932516	0.688442	Homo_sapiens
0.06722618548048678	0.27694014	0.024	0.9348524541545153	0.9561861274190041	4.22	Q5VUA4	0.9553374233128834	1.31273	Homo_sapiens
0.8125052454888796	0.9087711	-0.262	0.45148534427363946	0.6549249836921069	1.45	Q8N8A6	0.6192883435582822	0.44225	Homo_sapiens
0.8807385648342425	0.9719791	-0.047	0.8883396767337255	0.9259078060447924	3.53	Q9UGP4	0.9241717791411043	1.1179	Homo_sapiens
0.1332773814519513	0.34246394	-0.529	0.023775394197024367	0.54337899543379	1.01	O15318	0.9348220858895705	1.17156	Homo_sapiens
0.057574485942089804	0.26351106	-0.281	0.39602590084523753	0.07316808001739508	-0.78	Q99551	0.4535460122699386	0.173303	Homo_sapiens
nan	nan	-0.258	0.46250803222776926	0.5765383779082409	1.13	P27797	0.9470920245398773	1.24888	Homo_sapiens
0.04255140579101972	0.23914512	-0.13	0.7778656517226039	0.4562404870624049	0.71	Q9H2K2	0.9355582822085889	1.17594	Homo_sapiens
0.9178346621905161	0.9908213	-0.344	0.22475409025752557	0.3126766688410524	0.25	Q9H668	0.29482208588957054	-0.140093	Homo_sapiens
0.07973143096936634	0.29216737	-0.336	0.2442291532796204	0.2398891063274625	0.0	Q9BQE3	0.5871901840490797	0.389209	Homo_sapiens
0.4170373478808225	0.49809244	-0.116	0.8032227769264989	0.8902478799739074	3.01	Q96PM9	0.7980858895705522	0.762245	Homo_sapiens
0.556021821233739	0.5861655	-0.108	0.8152340467599228	0.6570993694281365	1.46	Q8IWR0	0.7954846625766872	0.756969	Homo_sapiens
0.2709190096516995	0.42562988	-0.02	0.9092976125747615	0.48869319417264623	0.82	O75131	0.7280490797546012	0.624897	Homo_sapiens
0.18522870331514898	0.37617165	-0.331	0.25619099401907963	0.2573385518590998	0.06	P40227	0.6639018404907976	0.515253	Homo_sapiens
0.9342005874947545	0.99529666	-0.423	0.0887746527606149	0.14715155468580127	-0.37	Q15181	0.611680981595092	0.429116	Homo_sapiens
0.3843054972723458	0.48306113	0.235	0.985467846374376	0.8956294846705806	3.06	Q9C0B9	0.9412515337423313	1.21219	Homo_sapiens
0.49584557280738567	0.5436052	-0.064	0.8721763630072661	0.9872254838008263	5.94	O94906	0.7114601226993865	0.598286	Homo_sapiens
0.2140998741082669	0.3942562	-0.179	0.6768325836587415	0.6281800391389433	1.33	Q9H089	0.7605889570552147	0.686253	Homo_sapiens
0.7864876206462442	0.87271583	-0.436	0.07444021551084969	0.1444335725157643	-0.38	P82979	0.4878527607361963	0.229187	Homo_sapiens
0.4082249265631557	0.49396184	-0.238	0.5205872176363008	0.426179604261796	0.61	Q9HA77	0.800883435582822	0.768061	Homo_sapiens
0.844146034410407	0.94313896	-0.072	0.8640205625030893	0.5953468145248967	1.2	O95782	0.5525889570552147	0.335122	Homo_sapiens
0.4712547209399916	0.5282744	-0.448	0.0628738075231081	0.30109806479669493	0.21	Q9BYD6	0.3837055214723926	0.0470951	Homo_sapiens
0.7832144355853966	0.86782	0.053	0.9486431713706688	0.7924548814959774	2.17	Q9ULT8	0.9315337423312884	1.15591	Homo_sapiens
0.5374737725556021	0.5708316	-0.383	0.14487667441055804	0.08099586866710154	-0.72	O95568	0.7230429447852761	0.617383	Homo_sapiens
0.9926143516575745	0.9999945	-0.29	0.3673075972517424	0.8411611219830398	2.51	Q13501	0.7694723926380368	0.704271	Homo_sapiens
0.9371380612673101	0.9960257	-0.082	0.8523552963274184	0.5980104370515329	1.21	Q08379	0.6941349693251534	0.567363	Homo_sapiens
0.5319345362987831	0.56482434	-0.162	0.7162770006425783	0.5293542074363993	0.96	Q96SB4	0.8296932515337423	0.82976	Homo_sapiens
0.3404951741502308	0.45964795	-0.351	0.20893678018881914	0.587355946944988	1.17	Q8TF45	0.9352147239263804	1.17414	Homo_sapiens
nan	nan	-0.376	0.15708566061984083	0.17683191998260492	-0.24	Q96A35	0.36078527607361965	0.00356113	Homo_sapiens
0.9392362568191356	0.9964741	-0.555	0.017053037417824133	0.8500217438573603	2.6	Q9UHA3	0.5776687116564417	0.374196	Homo_sapiens
nan	nan	-0.177	0.6810340566457417	0.16123070232659273	-0.3	Q9NWX6	0.25354601226993867	-0.242141	Homo_sapiens
0.12891313470415441	0.33909833	-0.187	0.6579012406702586	0.28131115459882583	0.15	Q6PGP7	0.689079754601227	0.557856	Homo_sapiens
nan	nan	-0.135	0.7684246947753448	0.7815829528158296	2.1	Q92508	0.528	0.296227	Homo_sapiens
0.624339068401175	0.6628018	-0.056	0.8803815926054075	0.8426831919982605	2.53	Q7LBC6	0.9593619631901841	1.34189	Homo_sapiens
nan	nan	-0.215	0.5872670653946913	0.9844531419873885	5.66	Q8WW36	0.9572024539877301	1.32556	Homo_sapiens
0.9861519093579522	0.9999616	-0.382	0.1464584054174287	0.1419330289193303	-0.39	Q9Y3C1	0.4638527607361963	0.190308	Homo_sapiens
0.042215694502727656	0.23835059	-0.248	0.49097919035144083	0.6445966514459666	1.4	O75116	0.8420613496932515	0.858886	Homo_sapiens
0.8261015526647083	0.9242153	0.674	0.9990608472146706	0.9995107632093934	13.96	P35637	0.9997055214723927	5.75	Homo_sapiens
0.8355853965589592	0.93436503	-0.102	0.8256635855864762	0.4772233094150902	0.78	Q9UM63	0.36657668711656444	0.0140975	Homo_sapiens
0.48065463701216954	0.53308606	-0.15	0.7396569620878849	0.11997173298543161	-0.5	P46063	0.5892515337423313	0.393619	Homo_sapiens
0.7030633655056652	0.7616325	-0.289	0.37086649201720134	0.48869319417264623	0.82	P35610	0.23695705521472393	-0.286981	Homo_sapiens
0.6764582459085187	0.73118174	0.037	0.9409816618061391	0.8994890193520331	3.11	P19544	0.7111656441717792	0.597584	Homo_sapiens
0.24187998321443557	0.40985936	-0.217	0.5810884286491028	0.7676668841052403	2.02	Q8N6R0	0.5990674846625766	0.409612	Homo_sapiens
0.4728493495593789	0.5294439	-0.012	0.913943947407444	0.9050880626223092	3.18	Q9H9P5	0.7124907975460123	0.600541	Homo_sapiens
0.6668065463701217	0.7176803	-0.091	0.8403934555879591	0.889269406392694	3.0	Q9UKX7	0.9686871165644172	1.45057	Homo_sapiens
0.8213176668065464	0.9183692	-0.073	0.8629331224358657	0.898456186127419	3.1	Q9NR09	0.8693496932515338	0.934062	Homo_sapiens
0.31053294167016365	0.44415396	-0.258	0.46250803222776926	0.30957816916721026	0.24	Q8N5C6	0.8156073619631902	0.798412	Homo_sapiens
0.9505665127989928	0.9982395	-0.191	0.6487074291928229	0.5980104370515329	1.21	P31040	0.9110674846625767	1.06664	Homo_sapiens
0.7956357532522031	0.8869823	-0.321	0.28337699569966884	0.25505544683626874	0.05	P28370	0.7741349693251534	0.714334	Homo_sapiens
0.9947125472093999	0.99999714	-0.319	0.28822104690821015	0.4562404870624049	0.71	Q9NQZ2	0.9044907975460122	1.04545	Homo_sapiens
nan	nan	-0.248	0.49097919035144083	0.4081322026527506	0.55	P53779	0.39425766871165646	0.0684129	Homo_sapiens
0.17750734368443138	0.37193584	-0.348	0.215214275122337	0.3579038921504675	0.39	Q9H6Z9	0.6440736196319018	0.48206	Homo_sapiens
0.28887956357532524	0.43439803	0.497	0.9971825416440117	0.9714068275712111	4.77	Q6Y7W6	0.9467484662576687	1.24685	Homo_sapiens
0.7248845992446497	0.7895524	-0.236	0.5263209925362068	0.6257882148293107	1.32	Q86U38	0.43695705521472394	0.14483	Homo_sapiens
0.209651699538397	0.39173752	-0.362	0.18437052048835945	0.16873233311589475	-0.27	Q53H82	0.606920245398773	0.420785	Homo_sapiens
0.7886697440201427	0.8760155	-0.354	0.20231328159754833	0.6080126114372689	1.25	Q9ULW0	0.713717791411043	0.60237	Homo_sapiens
0.058749475451112046	0.2657833	-0.346	0.22010775542484307	0.1337790824092194	-0.43	Q9HBH5	0.6257668711656442	0.452476	Homo_sapiens
0.5934536298783046	0.62475854	0.102	0.9636201868419751	0.908458360513155	3.23	Q96T58	0.9588220858895705	1.33925	Homo_sapiens
0.004280318925723878	0.13554066	-0.416	0.09613958776135634	0.011306805827353772	-1.56	Q96FW1	0.3925398773006135	0.0640677	Homo_sapiens
0.1765002098195552	0.3716798	-0.147	0.7453413078938264	0.8703522504892368	2.79	Q92538	0.6714110429447853	0.528583	Homo_sapiens
0.9424255140579102	0.99696857	-0.049	0.8869062330087489	0.8191454664057404	2.34	Q9Y4B6	0.722159509202454	0.616598	Homo_sapiens
0.30457406630297945	0.44172758	-0.425	0.08650091443823835	0.05343552946292672	-0.93	Q13795	0.32265030674846623	-0.0788513	Homo_sapiens
