accession,protein_name,species,common_name,group,protein_type,db_type,data_source,neurons,genome_mb,cell_types,llphy_score,llphy_category,family,gene_name
A0A7M7PK94,A0A7M7PK94_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.3319714063444564,Medium,Other,
A0A7M7PKK8,A0A7M7PKK8_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.1320552021651414,Medium,Other,
A0A7M7PKN1,A0A7M7PKN1_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.1333680179023485,Medium,Other,
A0A7M7PL02,A0A7M7PL02_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.1376235214672566,Medium,Other,
A0A7M7PL75,A0A7M7PL75_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-1.6299330944341237,Low,Other,
A0A7M7PM85,A0A7M7PM85_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.5936824135438696,High,Other,
A0A7M7PN31,A0A7M7PN31_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.6573333229980063,Low,Other,
A0A7M7PNB1,A0A7M7PNB1_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.8386884628369373,High,Other,
A0A7M7PNB7,A0A7M7PNB7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.3770612514582091,Medium,Other,
A0A7M7PNS6,A0A7M7PNS6_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-3.2948605657665606,Low,Other,
A0A7M7PNV8,A0A7M7PNV8_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.2373099782084984,Medium,Other,
A0A7M7PP25,A0A7M7PP25_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.7013365867180963,High,Other,
A0A7M7PPA3,A0A7M7PPA3_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.1357674150332182,Medium,Other,
A0A7M7PPG7,A0A7M7PPG7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.3709496414592626,Medium,Other,
A0A7M7PPM3,A0A7M7PPM3_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.4067589544028234,Medium,Other,
A0A7M7PQ14,A0A7M7PQ14_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.4136400894421456,Medium,Other,
A0A7M7PQT4,A0A7M7PQT4_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.8219835049305918,High,Other,
A0A7M7PR01,A0A7M7PR01_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.1060697120886039,Medium,Other,
A0A7M7PR81,A0A7M7PR81_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.2168928074340761,Medium,Other,
A0A7M7PRF2,A0A7M7PRF2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.7681564183434784,High,Other,
A0A7M7PSB5,A0A7M7PSB5_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.1524723729395637,Medium,Other,
A0A7M7PSH7,A0A7M7PSH7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.3696368257220556,Medium,Other,
A0A7M7PSM7,A0A7M7PSM7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.0726597962759129,Medium,Other,
A0A7M7PT79,A0A7M7PT79_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.7106171188882883,High,Other,
A0A7M7PTW5,A0A7M7PTW5_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.8405445692709756,High,Other,
A0A7M7PTY7,A0A7M7PTY7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.3473635485135948,Medium,Other,
A0A7M7PU46,A0A7M7PU46_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.5472797526929098,High,Other,
A0A7M7PUA1,A0A7M7PUA1_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.0336815611611067,Medium,Other,
A0A7M7PVN8,A0A7M7PVN8_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-1.0489717805801069,Low,Other,
A0A7M7PW81,A0A7M7PW81_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.1784578630161012,Medium,Other,
A0A7M7PXG2,A0A7M7PXG2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.1376235214672566,Medium,Other,
A0A7M7R9F6,A0A7M7R9F6_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.6400850743948294,High,Other,
A0A7M7R9J0,A0A7M7R9J0_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.415496195876184,Medium,Other,
A0A7M7RAE7,A0A7M7RAE7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,,,Other,
A0A7M7RAR3,A0A7M7RAR3_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.7946851991168472,Low,Other,
A0A7M7RBC7,A0A7M7RBC7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.510157624012142,High,Other,
A0A7M7RBJ5,A0A7M7RBJ5_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.1222313792981181,Medium,Other,
A0A7M7RBQ1,A0A7M7RBQ1_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.5454236462588714,High,Other,
A0A7M7RC40,A0A7M7RC40_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.4860282403696429,Medium,Other,
A0A7M7RC54,A0A7M7RC54_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.2150367010000377,Medium,Other,
A0A7M7RCE1,A0A7M7RCE1_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.5180234176949885,High,Other,
A0A7M7RCG6,A0A7M7RCG6_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.3987912379698385,Medium,Other,
A0A7M7RD02,A0A7M7RD02_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.2800004261913814,Medium,Other,
A0A7M7RD22,A0A7M7RD22_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.0372918512790452,High,Other,
A0A7M7RDB5,A0A7M7RDB5_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.2284708139849996,High,Other,
A0A7M7RDD2,A0A7M7RDD2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.597835994358639,High,Other,
A0A7M7RDJ1,A0A7M7RDJ1_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.012721099689853,Medium,Other,
A0A7M7RDJ2,A0A7M7RDJ2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.5287186883525259,High,Other,
A0A7M7RDK8,A0A7M7RDK8_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.4470500052548367,Medium,Other,
A0A7M7RE29,A0A7M7RE29_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.1042136056545655,Medium,Other,
A0A7M7REH4,A0A7M7REH4_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.9129327201984728,High,Other,
A0A7M7REP9,A0A7M7REP9_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.4253200187432073,Medium,Other,
A0A7M7REW6,A0A7M7REW6_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.9426304231430872,High,Other,
A0A7M7REW7,A0A7M7REW7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-2.1422184702287197,Low,Other,
A0A7M7REX3,A0A7M7REX3_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.2632954682850359,Medium,Other,
A0A7M7RF68,A0A7M7RF68_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.8015663341561695,High,Other,
A0A7M7RFA8,A0A7M7RFA8_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.3245469806083028,Medium,Other,
A0A7M7RFB1,A0A7M7RFB1_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.2911370647956118,Medium,Other,
A0A7M7RFC0,A0A7M7RFC0_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.6029629457140616,High,Other,
A0A7M7RFE2,A0A7M7RFE2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.8349762499688606,High,Other,
A0A7M7RFK0,A0A7M7RFK0_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.1259435921661949,Medium,Other,
A0A7M7RFQ3,A0A7M7RFQ3_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.933791258919588,High,Other,
A0A7M7RFV1,A0A7M7RFV1_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.7161854381904035,High,Other,
A0A7M7RG44,A0A7M7RG44_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.8349762499688606,High,Other,
A0A7M7RG89,A0A7M7RG89_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.6567900323011749,High,Other,
A0A7M7RGC0,A0A7M7RGC0_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.6790633095096357,High,Other,
A0A7M7RGL2,A0A7M7RGL2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.742612296213634,High,Other,
A0A7M7RH30,A0A7M7RH30_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.6363728615267527,High,Other,
A0A7M7RHA9,A0A7M7RHA9_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.5045893047100268,High,Other,
A0A7M7RHB9,A0A7M7RHB9_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.8405445692709756,High,Other,
A0A7M7RHL0,A0A7M7RHL0_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.6790633095096357,High,Other,
A0A7M7RHR0,A0A7M7RHR0_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.6178117971863687,High,Other,
A0A7M7RHT2,A0A7M7RHT2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.5138698368802188,High,Other,
A0A7M7RJ00,A0A7M7RJ00_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.13566549228308,High,Other,
A0A7M7RJ05,A0A7M7RJ05_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.5695530299013706,High,Other,
A0A7M7SSF2,A0A7M7SSF2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.4099278765740689,Medium,Other,
A0A7M7SSJ6,A0A7M7SSJ6_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,2.037733219225738,High,Other,
A0A7M7SST3,A0A7M7SST3_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,,,Other,
A0A7M7ST75,A0A7M7ST75_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.7254659703605955,High,Other,
A0A7M7STA6,A0A7M7STA6_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.0781261928278898,High,Other,
A0A7M7STB9,A0A7M7STB9_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.5217356305630654,High,Other,
A0A7M7STC2,A0A7M7STC2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.5268625819184876,High,Other,
A0A7M7STJ0,A0A7M7STJ0_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.7092023804009429,High,Other,
A0A7M7STL3,A0A7M7STL3_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.5719524270322403,Low,Other,
A0A7M7STL8,A0A7M7STL8_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.2967053840977269,Medium,Other,
A0A7M7SU50,A0A7M7SU50_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.2948492776636885,Medium,Other,
A0A7M7SU83,A0A7M7SU83_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.1296558050342717,Medium,Other,
A0A7M7SUQ5,A0A7M7SUQ5_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,,,Other,
A0A7M7SUT3,A0A7M7SUT3_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.083694512130005,High,Other,
A0A7M7SW07,A0A7M7SW07_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.3120975262668654,Medium,Other,
A0A7M7SW13,A0A7M7SW13_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.300960887662635,Medium,Other,
A0A7M7SW57,A0A7M7SW57_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.723609863926557,High,Other,
A0A7M7SWE8,A0A7M7SWE8_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.0424188026344673,Medium,Other,
A0A7M7SWN2,A0A7M7SWN2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.6140995843182919,High,Other,
A0A7M7SWY3,A0A7M7SWY3_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.4507622181229134,Medium,Other,
A0A7M7SXA3,A0A7M7SXA3_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.6516630809457529,High,Other,
A0A7M7SXM9,A0A7M7SXM9_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.2168928074340761,Medium,Other,
A0A7M7SY41,A0A7M7SY41_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.6833188130745438,Low,Other,
A0A7M7SYF2,A0A7M7SYF2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.4266328344804144,Medium,Other,
A0A7M7SYI7,A0A7M7SYI7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.3802301736294546,Medium,Other,
A0A7M7SYT4,A0A7M7SYT4_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.1723462530171547,Medium,Other,
A0A7M7SZ93,A0A7M7SZ93_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.5385425112195492,Low,Other,
A0A7M7SZC9,A0A7M7SZC9_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.525447843431142,High,Other,
A0A7M7SZD4,A0A7M7SZD4_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.3583982643676868,High,Other,
A0A7M7T1R0,A0A7M7T1R0_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.0999581020896574,Medium,Other,
A0A7M7T1V2,A0A7M7T1V2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.1296558050342717,Medium,Other,
A0A7M7T1Y7,A0A7M7T1Y7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-1.396063683745286,Low,Other,
A0A7M7T224,A0A7M7T224_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.1005013927864888,Medium,Other,
A0A7M7T2K7,A0A7M7T2K7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.7366026089648258,High,Other,
A0A7M7T2P4,A0A7M7T2P4_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.3065292069647503,Medium,Other,
A0A7M7T330,A0A7M7T330_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.1482168693746556,Medium,Other,
A0A7M7T359,A0A7M7T359_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.6270923293565607,High,Other,
A0A7M7T3F4,A0A7M7T3F4_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.5398553269567563,High,Other,
A0A7M7T3G2,A0A7M7T3G2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.6437972872629062,High,Other,
A0A7M7T3H7,A0A7M7T3H7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.1333680179023485,Medium,Other,
A0A7M7T4K8,A0A7M7T4K8_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.8424006757050141,High,Other,
A0A7M7T507,A0A7M7T507_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.0095521775186076,Medium,Other,
A0A7M7T515,A0A7M7T515_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.5008770918419501,High,Other,
A0A7M7T519,A0A7M7T519_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.2731192911520592,Medium,Other,
A0A7M7T528,A0A7M7T528_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.2953925683605199,Medium,Other,
A0A7M7T583,A0A7M7T583_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.1450479472034102,Medium,Other,
A0A7M7T5C3,A0A7M7T5C3_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.6697827773394437,High,Other,
A0A7M7T5Q2,A0A7M7T5Q2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,,,Other,
A0A7M7T5W3,A0A7M7T5W3_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.8609617400453979,High,Other,
A0A7M7T5Y5,A0A7M7T5Y5_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.4823160275015661,Medium,Other,
A0A7M7T5Y8,A0A7M7T5Y8_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.5268625819184876,High,Other,
A0A7M7TGE5,A0A7M7TGE5_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.6957682674159812,High,Other,
A0A7M7TGH0,A0A7M7TGH0_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.0813970377492735,Medium,Other,
A0A7M7TGZ5,A0A7M7TGZ5_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.2563124104955754,High,Other,
A0A7M7TH51,A0A7M7TH51_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.8813789108198203,High,Other,
A0A7M7TH79,A0A7M7TH79_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.3171225548721493,Medium,Other,
A0A7M7THH0,A0A7M7THH0_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.6512217129990597,High,Other,
A3KLJ5,A3KLJ5_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.1574974015448476,Medium,Other,
A3KLJ7,A3KLJ7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.3746618543273394,Medium,PABP,
B3VCG6,B3VCG6_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.3807734643262859,Medium,Argonaute,
H3HLD5,H3HLD5_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.6697827773394437,High,Other,
I7BC22,I7BC22_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,-0.3900539964964779,Medium,Argonaute,
Q2V8N1,Q2V8N1_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.9834647646919318,High,Other,
Q6RKA9,Q6RKA9_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.7440270347009793,High,Other,
A0A7M7G095,A0A7M7G095_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.3282591934763796,Medium,Other,
A0A7M7GF72,A0A7M7GF72_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.78159053132844,High,Other,
A0A7M7GHG0,A0A7M7GHG0_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.7403148218329025,High,Other,
A0A7M7GI03,A0A7M7GI03_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.0911189378661583,High,Other,
A0A7M7GNN7,A0A7M7GNN7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.6869291031924822,High,Other,
A0A7M7GQ36,A0A7M7GQ36_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.0539968091853906,High,Other,
A0A7M7HDN4,A0A7M7HDN4_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.7087610124542499,High,Other,
A0A7M7HEI4,A0A7M7HEI4_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.8242809793113233,High,Other,
A0A7M7HEU7,A0A7M7HEU7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,2.098984731549005,High,Other,
A0A7M7HF20,A0A7M7HF20_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.8646739529134748,High,Other,
A0A7M7HF25,A0A7M7HF25_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,2.6558166617605226,High,Other,
A0A7M7HFR4,A0A7M7HFR4_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.1746437273978865,High,Other,
A0A7M7HG57,A0A7M7HG57_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,3.314734445844151,High,Other,
A0A7M7HGY2,A0A7M7HGY2_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.5621286041652169,High,Other,
A0A7M7HHB1,A0A7M7HHB1_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,,,Other,
A0A7M7HHM8,A0A7M7HHM8_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.690641316060559,High,Other,
A0A7M7HHU7,A0A7M7HHU7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,2.8024490700495552,High,Other,
A0A7M7HHY7,A0A7M7HHY7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,2.3718323773526486,High,Other,
A0A7M7HHZ7,A0A7M7HHZ7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.628948435790599,High,Other,
A0A7M7HIC7,A0A7M7HIC7_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.03172353197693,High,Other,
A0A7M7HIK8,A0A7M7HIK8_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.0261552126748148,High,Other,
A0A7M7HIX1,A0A7M7HIX1_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,2.095272518680928,High,Other,
A0A7M7HJ58,A0A7M7HJ58_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.937062103840972,High,Other,
A0A7M7HJN1,A0A7M7HJN1_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,3.804746544430287,High,Other,
A0A7M7HJZ6,A0A7M7HJZ6_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.751892828383826,High,Other,
A0A7M7HK83,A0A7M7HK83_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.9017960815942426,High,Other,
A0A7M7HL18,A0A7M7HL18_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.7036340610988276,High,Other,
A0A7M7HLC1,A0A7M7HLC1_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,2.8989666046195515,High,Other,
A0A7M7HLJ3,A0A7M7HLJ3_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.5751213492034857,High,Other,
A0A7M7HLN4,A0A7M7HLN4_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,1.1523704501894254,High,Other,
A0A7M7HLR8,A0A7M7HLR8_STRPU,sea_urchin,sea_urchin,supplementary,RBP,tr,reviewed,5000.0,814,80,0.628948435790599,High,Other,
